0x13a,"['.\\GitHubScraping\\0x13a\\bitcoin-trading-dca\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\iotaledger\\iota.lib.go\\all_contributors\\contributors_page_1.json']" 
knocte,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json']"
apoelstra,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_2.json']"
benhc123,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\bonesoul\\CoiniumServ\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
Derek701,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
APerson241,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
AbrahamJewowich,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\sjmackenzie\\i0coin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
DeftNerd,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json']"
agl,['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json']
aitorpazos,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
OmeGak,['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json']
Alex-van-der-Peet,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
AlexJeng,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
alexreg,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
netsafe,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json']"
alfiedotwtf,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FiloSottile\\zcash-mini\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json']"
kekimusmaximus,['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json']
ali1234,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
AllanDoensen,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json']"
Altoidnerd,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
Altoidnerd1,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
amiryal,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\sjmackenzie\\i0coin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
andersoyvind,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json']"
Elbandi,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\zone117x\\node-open-mining-portal\\all_contributors\\contributors_page_1.json']"
anddam,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
s3erios,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
aalness,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
iongchun,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\celebritycoin\\CelebrityCoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\celebritycoin\\investorcoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
Arnavion,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\cryptohelper\\premine\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\OfficialTitcoin\\titcoin-wallet\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
arnuschky,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\charnacrypto\\charnacoin\\all_contributors\\contributors_page_1.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\monero-project\\monero\\all_contributors\\contributors_page_2.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
bardiharborow,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
BitcoinPRReadingGroup,"['.\\GitHubScraping\\bitcoin\\bitcoin\\all_contributors\\contributors_page_4.json', '.\\GitHubScraping\\BitzenyCoreDevelopers\\bitzeny\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\FeatherCoin\\Feathercoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\guncoin\\guncoin\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\lbryio\\lbrycrd\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\qtumproject\\qtum\\all_contributors\\contributors_page_3.json', '.\\GitHubScraping\\terracoin\\terracoin\\all_contributors\\contributors_page_3.json']"
